x,vel,angle,angle_vel
-0.47111616,-0.21596846,-0.015938038,-0.017753482
-0.7804909,-0.52380437,-0.012771098,0.044797238
-1.0151372,-0.3409096,-0.022007322,-0.23416196
-0.9447878,-0.3428973,-0.01224501,-0.1902776
0.038509715,-0.037980583,-0.024758486,0.067552455
-0.57946503,-0.37666368,0.0025577827,0.12893467
-0.77560735,-0.18854058,-0.008549099,-0.113862954
-0.43564442,-0.3541387,0.013631367,0.057720672
0.02797069,-0.0131443115,-0.037706126,0.028611789
-0.4143664,-0.18586951,0.0106234765,-0.17279628
-1.6694674,-0.51674634,-0.0009876166,-0.11090416
-1.7456743,-0.71100426,-0.011544266,0.16273133
-0.50451046,-0.16010404,-0.0019728672,-0.21098073
-0.020684035,0.1596849,0.042945314,-0.2815581
-1.6060661,-0.7122291,-0.007885458,0.18974552
-0.59816533,-0.18167856,0.0045048455,-0.16073126
-0.013523278,-0.3858178,-0.05014388,0.22667903
-0.4166712,-0.37007636,0.029474871,-0.016387094
-0.039057974,-0.40598813,-0.040930625,0.1625235
-0.6093362,-0.18176128,0.0039576087,-0.15890618
-0.5053238,-0.1874583,0.007889164,-0.13774043
0.04089985,-0.037292387,-0.028064195,0.052370574
-0.6308148,-0.18948686,-0.0074156183,-0.092986874
-1.3753017,-0.7145372,-0.013014628,0.2406817
-0.4049793,-0.35221165,0.02701046,0.015211218
-0.9309111,-0.5227044,0.0023750118,0.020529073
-0.4805595,-0.21485378,-0.029712966,-0.04235884
-0.9975798,-0.34151137,-0.018905617,-0.22087255
-0.44740853,-0.21553591,0.016306253,-0.02729689
-0.37613824,-0.21045753,0.023756042,-0.13936494
-1.00441,-0.53635806,-0.023323068,0.06578733
-0.74132884,-0.59178716,-0.028361637,0.24951613
-1.2080429,-0.5302564,-0.0077403225,-0.068833604
-0.11620892,-0.57169557,-0.02960289,0.31529555
-1.1840876,-0.71612996,-0.0072452025,0.27580282
0.044889145,-0.17821634,-0.056881156,0.18889393
0.021404311,-0.0063387724,-0.027513143,-0.0170384
-0.029625336,0.023982704,-0.027444685,-0.0042941617
-1.0419532,-0.32683614,-7.4486794e-05,-0.288617
0.023794202,0.15449771,-0.012068173,-0.16684155
-1.0064198,-0.3670155,-0.03788743,-0.083958834
-0.5521437,-0.52525747,-0.006556879,0.07685059
-0.46594805,-0.021173129,-0.0034938436,-0.3032281
-0.8439909,-0.18093453,-0.006065018,-0.17714338
-0.18192482,-0.56352437,-0.015857222,0.23941511
-0.7571697,-0.5409485,-0.011600243,0.16704825
-0.52831304,-0.35481328,-0.0116436435,0.07260218
-1.1947844,-0.55161154,-0.034094773,-0.023429405
-0.8478637,-0.3823298,-0.006975723,0.1494266
-0.6451598,-0.4023306,-0.023955747,0.08171586
0.02607517,0.15488979,-0.012964806,-0.17549306
-0.43705672,-0.18635054,0.008858286,-0.16218066
0.04006357,0.014722429,-0.046781186,-0.056021497
-0.7376294,-0.18868439,-0.002184034,-0.11068753
-0.16363022,-0.59419554,-0.01119862,0.30255625
-0.53486663,-0.3759664,0.006624622,0.11355413
-0.4459115,-0.3545449,0.010173171,0.06667947
-0.75468,-0.18185787,-0.000452475,-0.15677303
-0.047295514,-0.18143226,-0.047184665,-0.16634086
-0.36383632,-0.20981945,0.023891434,-0.15344653
-0.62713856,-0.18945137,0.0021750343,-0.09376836
-0.47069642,-0.020987395,-0.009791388,-0.30733246
0.021309191,-0.014937129,-0.030309165,0.06817296
-1.5711244,-0.5174432,-0.007846411,-0.09553391
-0.8099013,-0.18780522,-0.0054947324,-0.13008308
-0.8053418,-0.5234519,-0.0052066823,0.037019596
-1.1074349,-0.53226066,-0.023615204,-0.02462541
-0.4825392,-0.18710543,0.007573946,-0.14552474
0.024622567,-0.014090715,-0.033624034,0.04949734
-0.96925247,-0.53741145,-0.018063929,0.0890224
0.009679571,0.20539658,-0.008029519,-0.25053063
-0.13719831,-0.36987045,-0.02403231,-0.020927977
0.015066589,-0.2167754,-0.053237367,4.6706555e-05
-1.6552287,-0.71193457,-0.0046524727,0.18324281
-1.6862346,-0.51668656,-0.01128367,-0.11222798
-0.009989166,-0.21388312,-0.043522775,-0.063814946
-1.3337249,-0.71498233,-0.009374381,0.25048974
-0.7658566,-0.18180017,-0.0008725931,-0.15804558
-1.1684014,-0.7259342,-0.015787996,0.23615132
-0.8698667,-0.37544435,-0.012568316,0.10204582
-0.68737185,-0.5242597,-0.0056127594,0.054839153
-0.39268753,-0.40655586,0.021677526,0.17493545
-0.23508155,-0.39899662,0.012961361,0.008146252
-1.1432524,-0.7264244,-0.019690914,0.24698704
-0.73249966,-0.34628642,-0.010313428,-0.11550835
-0.3068709,-0.4016268,0.029171703,0.06619313
-0.9472669,-0.3716073,-0.03395925,0.017402196
-1.1687839,-0.55274713,-0.039757732,0.0016347149
-0.85512894,-0.18071087,-0.007335484,-0.18207851
-1.3084455,-0.5297891,0.003599095,-0.079141214
-0.13577329,-0.33830583,-0.035917558,-0.035622094
0.01454414,0.34921056,-0.0024951359,-0.4504913
-0.50152045,-0.3750251,0.01193753,0.092793226
-0.23043582,-0.36760998,-0.0044321287,-0.07078789
-0.090048596,-0.53668183,-0.05406327,0.32941413
-0.2549475,-0.39936957,0.019222092,0.016375182
-0.45687237,-0.2162602,0.0029836856,-0.011315874
-0.92715824,-0.34325567,-0.0107358,-0.18236873
-0.10866851,-0.37702018,-0.03024905,0.032307897
-0.6079639,-0.384655,-0.003964832,0.20071891
-0.10904299,-0.35063693,-0.024719834,-0.019538151
-0.12764283,-0.37616473,-0.02329698,0.013425799
-0.48389384,-0.1601188,0.0031235614,-0.21065778
-1.2674085,-0.7154748,-0.010840973,0.26136014
-0.67915326,-0.34755084,-0.0158837,-0.08762021
-0.773915,-0.3287956,-0.007863196,-0.24539511
-0.5456898,-0.15917206,-0.013351845,-0.23155464
-0.26366827,-0.5274401,-0.025772275,0.12504059
-0.5559553,-0.15872557,-0.016845198,-0.24141505
-0.42539677,-0.3536246,0.017518194,0.04638168
-0.8747102,-0.32810575,-0.006151101,-0.2606107
-1.050817,-0.5594747,-0.03697581,0.1501547
-1.6448919,-0.5168482,-0.0024793355,-0.10865687
-0.65734386,-0.40166944,-0.026689988,0.06713121
-1.2504897,-0.32543543,-0.0038894254,-0.3195156
-0.9362801,-0.3724358,-0.029350687,0.03568437
-0.024837073,-0.1842383,-0.04866792,-0.10438575
-0.0077497237,0.010318393,0.007137967,0.04119046
-0.6042881,-0.20907266,-0.01539979,-0.16988736
0.014015002,0.18794559,-0.015559853,-0.29126072
0.0048041283,-0.36111632,-0.054755945,0.21198456
-1.3649099,-0.5195901,-0.0120511325,-0.04817476
-0.9497953,-0.39240092,-0.005521574,-0.13735622
-1.0676434,-0.728695,-0.03497653,0.29723132
-0.7634341,-0.5240435,-0.008864624,0.050071444
0.033090852,-0.025758062,-0.052888736,-0.20235777
-0.9868414,-0.53692067,-0.02046957,0.07819766
-0.4174469,-0.40793315,0.024840064,0.20533697
-0.94136524,-0.3276166,0.002785593,-0.27140355
0.03478887,-0.010859177,-0.048564233,-0.02184362
-0.11584437,-0.4004712,-0.025518257,0.040687945
-0.49392802,-0.18728016,0.0076542106,-0.1416701
-0.9165535,-0.7178819,-0.003913863,0.31444374
0.035442524,-0.17356437,-0.05692972,0.08608857
-0.0056105065,0.34985405,0.022341797,-0.4648566
-0.6217412,-0.32966903,-0.0024484224,-0.22612356
-0.31904215,-0.40247932,0.026152665,0.08499933
-0.03695559,-0.35530686,-0.053327747,0.08360687
-0.17730807,-0.53104967,-0.029986357,0.2047289
-0.34348118,-0.40396178,0.022245834,0.11770133
-0.75685453,-0.3289795,-0.004037923,-0.24133508
0.0005385648,0.37270126,-0.011692713,-0.45976
0.00250918,-0.21525556,-0.047727056,-0.03351837
-0.06554985,-0.3442009,-0.06437563,0.09464457
0.041678242,-0.1766512,-0.055526804,0.15429148
0.0055221203,-0.3832489,-0.06085569,0.27476206
-1.6965684,-0.71164507,-0.01352823,0.17687377
-0.85954356,-0.5886761,-0.012435665,0.1807844
-1.1172217,-0.3607161,-0.038259763,-0.22301117
-0.04575419,-0.012869914,0.039683197,0.022557644
-0.3123713,-0.54382926,0.011024058,0.23059104
-0.64607954,-0.38429353,-0.0072933543,0.19274992
-0.5126225,-0.37539276,0.009871401,0.100902386
-0.19842562,-0.34828904,-0.0050216536,-0.071326666
0.024949916,0.19004786,-0.034909446,-0.33778328
-0.59647715,-0.3847739,-0.0062059797,0.20334576
-0.22966234,-0.56965005,0.0034370462,0.27000073
-0.4862813,-0.38233504,0.004663451,0.14953797
0.04760062,-0.22465926,-0.055246044,0.1742468
-0.49740487,-0.35527784,-0.003629771,0.08284519
-1.2331533,-0.53001547,-0.004689051,-0.074147604
-0.5427032,-0.21143638,-0.016390411,-0.11774136
-0.4561938,-0.3548548,0.0070512304,0.073513806
-0.047177736,-0.21030487,-0.037680153,-0.14278582
-0.60465,-0.32971337,0.00069936743,-0.22514647
-0.8810777,-0.5391494,-0.011112228,0.12735492
-0.08965369,-0.37809274,-0.03809731,0.055994686
-0.43489626,-0.33139387,-0.0015214974,-0.18807477
0.005372369,0.20521235,-0.003999381,-0.2464628
-0.70389456,-0.54199576,-0.015599604,0.19016549
-0.02302328,0.03669676,-0.064431824,-0.28530556
-0.58391017,-0.40490887,-0.017548315,0.1385918
-0.50976664,-0.4080313,-0.024069019,0.20752001
-0.42570662,-0.18612336,0.00963193,-0.16719405
-0.89207655,-0.37472937,-0.016572144,0.08627696
-0.7531646,-0.39627188,-0.023371315,-0.05197601
-0.26743987,-0.57014215,0.013559207,0.28087214
-0.0030106357,0.17746003,-0.008403958,-0.16443776
-1.3895925,-0.51923174,-0.008200994,-0.056077823
-0.74637103,-0.52417415,-0.005096955,0.052951608
-0.07058888,-0.37941194,-0.04705284,0.085151084
-0.14459571,-0.5646397,-0.02445087,0.26407665
-0.32422855,-0.18181047,0.03144513,-0.26247984
-0.017235603,-0.38007346,-0.05275715,0.2044617
0.053371206,-0.031957924,-0.05609473,-0.0654276
-0.2766973,-0.54333913,0.0048904805,0.21977127
-0.8576792,-0.3282271,-0.001676872,-0.25793248
-0.47358915,-0.16001563,0.0057512373,-0.21293768
-0.43538487,-0.37091395,0.03485609,0.0020983443
-0.14375322,-0.59460956,-0.017703436,0.3117269
-0.1946393,-0.5302535,-0.027836988,0.18714258
-0.16272913,-0.34889176,-0.011651876,-0.058033507
0.03457169,0.18492438,-0.049001105,-0.32944497
0.024496473,-0.00050676294,-0.046871834,-0.14583479
-0.21182172,-0.3678464,-0.007614603,-0.065573536
-0.6969531,-0.34707186,-0.013635918,-0.09818434
-0.6978571,-0.71930075,-0.004515976,0.34574595
-0.1039236,-0.5960386,-0.03238636,0.3434051
-0.46476707,-0.17799483,0.025462927,-0.24208665
-0.18058386,-0.34854206,-0.008193537,-0.06574623
-0.681627,-0.40008262,-0.034035273,0.032120097
0.014162958,-0.007397776,-0.01568645,0.006329903
-0.4664876,-0.35507736,0.0041827844,0.078422636
-0.69192266,-0.38397393,-0.00062073633,0.18569137
-0.025028981,0.1779594,0.016828006,-0.17548004
-0.9923792,-0.7174342,-0.012383943,0.30459723
-0.68046635,-0.3839833,-0.0021892525,0.18589927
0.010731081,-0.41109505,-0.053236432,0.2754688
-0.56620187,-0.15817699,-0.020755356,-0.25353435
-0.2221729,-0.3744722,0.0039153458,-0.023914965
-0.49297354,-0.52597666,-0.010846343,0.09272008
-0.53503346,-0.5253445,-0.003829842,0.07876847
-0.31362835,-0.52633965,-0.0049418905,0.10072237
-0.45376754,-0.1772211,0.029792238,-0.25919726
-0.0034366106,0.010102522,0.0029771389,0.04595172
-0.8809785,-0.37511435,-0.014418915,0.09476776
-0.86340666,-0.5394118,-0.010518301,0.13314314
-0.6422945,-0.18924835,-0.0053284112,-0.098247156
-0.7719685,-0.18851978,0.0018655523,-0.1143194
-0.90474445,-0.3815205,-0.007968846,0.13157432
-0.8642437,-0.5233251,-0.0068355217,0.03422105
-0.28634703,-0.57060784,0.019026577,0.29116756
-1.3168274,-0.32489043,-0.0019541713,-0.33153826
-0.59268284,-0.189716,-0.0044473656,-0.0879307
-0.7394254,-0.5412591,-0.012623595,0.173903
0.009688791,-0.38890246,-0.05990682,0.2950006
-0.8565187,-0.3443962,-0.007374215,-0.1572043
-1.258255,-0.5298602,-0.0018309585,-0.077571206
-0.83646846,-0.3824916,-0.0071966797,0.15299621
-0.9340233,-0.5382224,-0.014383174,0.10690821
-0.018210787,0.15854503,0.03780124,-0.25632593
-0.05505424,-0.35380867,-0.04447562,0.05048608
-0.013391803,0.15665208,0.03033101,-0.21447055
-0.70995766,-0.18198745,0.0008794791,-0.15391481
0.01539426,-0.36270612,-0.058432307,0.24717216
0.03118953,0.012641946,-0.032985218,-0.010072595
-0.45205402,-0.33129674,-0.0032004365,-0.1902172
0.028460726,-0.001903658,-0.047816508,-0.11499416
-1.4246415,-0.71403635,-0.0058744727,0.22961208
-0.6454204,-0.5245754,-0.010236934,0.06180567
-1.0435197,-0.36486116,-0.034345854,-0.13149779
-0.19189604,-0.5697208,-0.0064380397,0.27157238
-0.15994269,-0.53192246,-0.032889538,0.22401625
-0.5967834,-0.54598856,-0.03597853,0.278429
-0.81416196,-0.37650397,-0.006533889,0.12541492
-0.7528504,-0.38370126,-0.0030269034,0.17967789
-0.54554033,-0.33016783,-0.0022544726,-0.21512032
-0.026602063,-0.35675028,-0.05177609,0.115487546
-0.85166955,-0.3937027,-0.010262803,-0.10864307
-0.5869983,-0.18157847,0.005136476,-0.16294022
-0.06953071,-0.5687751,-0.050631918,0.3557341
-0.010258761,-0.03889008,0.026041599,0.087623715
-1.2437537,-0.7250699,-0.006172003,0.21705222
-0.8364674,-0.37617624,-0.008428754,0.11818679
-0.45978278,-0.18674849,0.00788111,-0.15339983
-0.65046114,-0.5435483,-0.023091258,0.22445813
-0.53189427,-0.3830902,0.006257725,0.16619839
0.03587853,0.20925197,-0.040065072,-0.33580565
-0.6207206,-0.40346757,-0.020052694,0.10679609
-0.40505365,-0.40722424,0.022959618,0.18968749
-0.34206024,-0.3679772,0.013334358,-0.062693
-0.17455244,-0.368619,-0.01488654,-0.04853406
-0.016191434,-0.35817572,-0.051485755,0.14697711
-0.7135974,-0.37712198,-0.002198817,0.13904545
-1.1538141,-0.74849236,-0.045926545,0.30844063
-1.1319703,-0.52129984,-0.005922278,-0.010455973
-0.48485658,-0.40953735,-0.030560143,0.24080327
0.038145218,0.01922003,-0.052440975,-0.15537903
0.04310743,-0.028791947,-0.05176111,-0.13534
0.012937041,0.003708944,-0.051399548,-0.23897086
-1.0249915,-0.36590955,-0.03563593,-0.1083633
-0.5469319,-0.4063197,-0.018745238,0.16972579
0.03197124,0.022325454,-0.055207945,-0.22399844
-0.6537654,-0.18906802,-0.0034383559,-0.102224804
-0.821692,-0.18128902,-0.0040255906,-0.1693222
-0.6147106,-0.54504526,-0.030917568,0.25755438
-0.036073178,0.1787665,0.030222112,-0.19335364
-0.07173998,-0.20806405,-0.038866382,-0.19225594
-0.7216676,-0.5416051,-0.013944241,0.18154065
-0.11605573,-0.5453958,-0.025110597,0.26524404
-0.8441183,-0.18726732,-0.004136755,-0.14194839
-0.36913443,-0.18443654,0.017434625,-0.20443349
-0.72477925,-0.3770989,-0.0025045152,0.13853616
-1.5154283,-0.32309452,-0.0052364473,-0.37115604
-0.05092416,-0.37584814,-0.05051148,0.111091256
0.038270175,-0.00946701,-0.055590004,-0.052608453
-0.61654896,-0.20858468,-0.01643958,-0.18065573
-0.9010151,-0.18646728,-0.00477689,-0.1595978
-0.019338742,0.22141494,-0.041427992,-0.34819332
-0.6410098,-0.20749825,-0.019863034,-0.20463566
-0.012671459,0.0299683,-0.055808585,-0.13653494
-0.6465039,-0.37708628,-0.0004221023,0.13825727
0.03144237,0.20822105,-0.03318667,-0.31297755
-0.6129714,-0.37693965,0.00077948533,0.13502264
-1.3480245,-0.51972777,-0.0043645864,-0.04513525
0.033848528,-0.20220208,-0.053960934,0.18779889
-0.5661921,-0.38385007,0.00939743,0.18296416
-0.5906299,-0.37677357,0.0018776717,0.1313587
0.033019047,0.15627548,-0.017882593,-0.20607622
-0.84064704,-0.32822174,0.002774158,-0.25805408
-1.7598944,-0.51571894,-0.008289639,-0.13357103
-0.38034737,-0.40591154,0.020968743,0.16071695
-0.47583044,-0.52620155,-0.008844297,0.097678915
-0.2107806,-0.56961507,-0.0014692749,0.26923102
-0.051383834,-0.4048675,-0.04053587,0.13777561
-0.45731196,-0.37275544,0.024608294,0.042731676
-0.08836564,-0.567443,-0.04256673,0.32616672
-0.049180117,-0.011572373,0.045486603,-0.006089409
-0.010462485,0.37259248,0.00074313843,-0.45735484
-1.4661481,-0.71375674,-0.011063442,0.22345665
-0.7502506,-0.34595877,-0.0091455355,-0.12273537
-0.14658503,-0.37550247,-0.017055102,-0.0011876379
-0.6316868,-0.18188329,0.003058942,-0.15621382
-0.4711574,-0.1869297,0.007648292,-0.14940163
-0.41319814,-0.21243817,0.026753366,-0.0956651
-0.61565703,-0.18947656,4.9546496e-05,-0.09321209
0.013787502,0.01039021,-0.013040131,0.03960885
-0.5395561,-0.18805839,0.0095816925,-0.12450384
-0.6428654,-0.18192601,0.002683317,-0.15527098
-1.124436,-0.5552709,-0.042719986,0.057361856
-0.22252952,-0.33402377,-0.022962043,-0.13009141
-0.8457255,-0.539662,-0.010147468,0.13866264
-1.1984103,-0.5209054,-0.0017291461,-0.019156402
-0.13575816,-0.3997533,-0.018200265,0.024841482
-0.791835,-0.37674105,-0.0051136194,0.13064371
-1.0569614,-0.53409654,-0.035294328,0.01588976
-0.42436492,-0.52656776,-0.0036365625,0.105753265
-1.1829201,-0.5305903,-0.011064971,-0.061469506
0.00799259,0.17774653,-0.020887913,-0.17078547
0.02152835,0.15412399,-0.011504962,-0.15859593
-0.1953717,-0.3987704,0.0009280989,0.0031550692
-0.12509345,-0.53399223,-0.041313555,0.2697998
-1.1423963,-0.7163363,-0.0061313976,0.28035253
-0.27421707,-0.72218347,-0.023271464,0.4094825
-0.07243387,-0.53834397,-0.062482737,0.3663425
